,Answer,Comment 1,Comment 2,Comment 3,Link,Question,Time,UpVotes
61,"
I ran the following command and it upgraded from 1.2.3 to 1.4.0
pip install Django --upgrade

Shortcut for upgrade:
pip install Django -U

Note: if the package you are upgrading has any requirements this command will additionally upgrade all the requirements to the latest versions available.  In recent versions of pip, you can prevent this behavior by specifying --upgrade-strategy only-if-needed.  With that flag, dependencies will not be upgraded unless the installed versions of the dependent packages no longer satisfy the requirements of the upgraded package.
","
This for me updated all my packaged and totally messed up everything!!!! Documents states: --upgrade all packages to the newest available version. Is this correct or did I do something wrong?
                
                    – Prometheus
Nov 10 '14 at 12:12
","
@OrbiterFleet I needed to update ""requests"" so I did pip install Requests --upgrade and only ""requests"" was upgraded.  The description says ""upgrade all specified packages"" when I view the docs.
                
                    – harperville
Jan 28 '15 at 14:14
","
ATTENTION, it also updates all dependencies and can mess up with everything. the best option is to uninstall and reinstall the package.
                
                    – marcelosalloum
May 7 '15 at 13:54
",https://stackoverflow.com//questions/4536103/how-can-i-upgrade-specific-packages-using-pip-and-a-requirements-file,How can I upgrade specific packages using pip and a requirements file?,Nov 29 '16,1231
62,"
according to pip docs example 3
pip install --upgrade django

but based on my experience, using this method will also upgrade any package related to it. example:
Assume you want to upgrade somepackage that require django >= 1.2.4 using this kind of method it will also upgrade somepackage AND django to the newest update. Just to be safe do :
# assume you want to keep django 1.2.4
pip install --upgrade somepackage django==1.2.4

Doing this will upgrade somepackage and keeping django to 1.2.4 version
",null,null,null,https://stackoverflow.com//questions/4536103/how-can-i-upgrade-specific-packages-using-pip-and-a-requirements-file,How can I upgrade specific packages using pip and a requirements file?,Oct 15 '15,51
63,"
The shortcut command for --upgrade:
pip install Django --upgrade

Is:
pip install Django -U

","
How about editing the existing answer to add this bit of information instead of an (incomplete) answer?
                
                    – a1an
Jun 2 '15 at 8:18
","
@a1an please suggest what extra info that you think should be added in a ""suggested edit"". Thanks
                
                    – Aaron Lelevier
Jun 2 '15 at 14:22
","
I mean you could edit the answer given by JoeyG, adding the shortcut option you provided in context there.
                
                    – a1an
Jun 3 '15 at 9:39
",https://stackoverflow.com//questions/4536103/how-can-i-upgrade-specific-packages-using-pip-and-a-requirements-file,How can I upgrade specific packages using pip and a requirements file?,Aug 31 '14,32
64,"
If you upgrade a package, the old one will be uninstalled.  
A convenient way to do this is to use this pip-upgrader which also updates the versions in your requirements.txt file for the chosen packages (or all packages).
Installation
pip install pip-upgrader

Usage
Activate your virtualenv (important, because it will also install the new versions of upgraded packages in current virtualenv).
cd into your project directory, then run:
pip-upgrade

Advanced usage
If the requirements are placed in a non-standard location, send them as arguments:
pip-upgrade path/to/requirements.txt

If you already know what package you want to upgrade, simply send them as arguments:
pip-upgrade -p django -p celery -p dateutil

If you need to upgrade to  pre-release / post-release version, add --prerelease argument to your command.
Full disclosure: i wrote this package. Hope it helps.
","
is there an option to upgrade all packages at once (ie, without listing them) with this approach?
                
                    – Bjorks number one fan
May 18 '18 at 14:37
","
@MikePalmice yes: pip-upgrade -p all will upgrade all your packages and update requirements file without needing any input from you.
                
                    – Simion Agavriloaei
May 21 '18 at 7:30



",null,https://stackoverflow.com//questions/4536103/how-can-i-upgrade-specific-packages-using-pip-and-a-requirements-file,How can I upgrade specific packages using pip and a requirements file?,Apr 27 '17,17
65,"
If you only want to upgrade one specific package called somepackage, the command you should use in recent versions of pip is 
pip install --upgrade --upgrade-strategy only-if-needed somepackage

This is very useful when you developed an application in django that currently will only work with a specific version of django (say Django=1.9.x) and want to upgrade some dependent package with a bug-fix/new feature and the upgraded package depends on django (but works with say any version of django after 1.5).  The default behavior of pip install --upgrade django-some-package would be to upgrade django to the latest version available which could otherwise break your application, though with the --upgrade-strategy only-if-needed dependent packages will now only be upgraded as necessary.
",null,null,null,https://stackoverflow.com//questions/4536103/how-can-i-upgrade-specific-packages-using-pip-and-a-requirements-file,How can I upgrade specific packages using pip and a requirements file?,Nov 29 '16,15
66,"
Normally, pip will clean up after itself and remove the contents of the build directory. The only time it doesn't do this is if:

You used the --no-install option
You are using editable packages
The installation was cancelled or was otherwise interrupted.

In all other cases, you shouldn't have build directory that's clogging your environment.
",null,null,null,https://stackoverflow.com//questions/4536103/how-can-i-upgrade-specific-packages-using-pip-and-a-requirements-file,How can I upgrade specific packages using pip and a requirements file?,May 4 '12,4
67,"
that solved for me the issue ""pip install -I --upgrade psutil --force"" 
afterwards just uninstall psutil with the new version and hop you can suddenly install the older version (:
",null,null,null,https://stackoverflow.com//questions/4536103/how-can-i-upgrade-specific-packages-using-pip-and-a-requirements-file,How can I upgrade specific packages using pip and a requirements file?,Jul 14 '19,0
68,"
I use this: 
pip3 install -r  requirements.txt  

",null,null,null,https://stackoverflow.com//questions/4536103/how-can-i-upgrade-specific-packages-using-pip-and-a-requirements-file,How can I upgrade specific packages using pip and a requirements file?,Oct 4 '19,0
69,"
Maybe I missed the question, but why not:
class MyException(Exception):
    pass

Edit: to override something (or pass extra args), do this:
class ValidationError(Exception):
    def __init__(self, message, errors):

        # Call the base class constructor with the parameters it needs
        super(ValidationError, self).__init__(message)

        # Now for your custom code...
        self.errors = errors

That way you could pass dict of error messages to the second param, and get to it later with e.errors

Python 3 Update: In Python 3+, you can use this slightly more compact use of super():
class ValidationError(Exception):
    def __init__(self, message, errors):

        # Call the base class constructor with the parameters it needs
        super().__init__(message)

        # Now for your custom code...
        self.errors = errors

","
However an exception defined like this would not be pickable; see the discussion here stackoverflow.com/questions/16244923/…
                
                    – jiakai
Aug 1 '17 at 2:54
","
@jiakai means ""picklable"". :-)
                
                    – Robino
Sep 15 '17 at 13:39



","
Following the documentation of python for user-defined exceptions, the names that are mentioned in the __init__ function are incorrect. Instead of (self,message,error) it is (self,expression,message). The attribute expression is the input expression in which the error occurred and the message is an explanation of the error.
                
                    – ddleon
Feb 27 at 15:13



",https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Mar 26 '18,1254
70,"
With modern Python Exceptions, you don't need to abuse .message, or override .__str__() or .__repr__() or any of it. If all you want is an informative message when your exception is raised, do this:
class MyException(Exception):
    pass

raise MyException(""My hovercraft is full of eels"")

That will give a traceback ending with MyException: My hovercraft is full of eels.
If you want more flexibility from the exception, you could pass a dictionary as the argument:
raise MyException({""message"":""My hovercraft is full of animals"", ""animal"":""eels""})

However, to get at those details in an except block is a bit more complicated. The details are stored in the args attribute, which is a list. You would need to do something like this:
try:
    raise MyException({""message"":""My hovercraft is full of animals"", ""animal"":""eels""})
except MyException as e:
    details = e.args[0]
    print(details[""animal""])

It is still possible to pass in multiple items to the exception and access them via tuple indexes, but this is highly discouraged (and was even intended for deprecation a while back). If you do need more than a single piece of information and the above method is not sufficient for you, then you should subclass Exception as described in the tutorial.
class MyError(Exception):
    def __init__(self, message, animal):
        self.message = message
        self.animal = animal
    def __str__(self):
        return self.message

","
""but this will be deprecated in the future"" - is this still intended for deprecation? Python 3.7 still seems to happily accept Exception(foo, bar, qux).
                
                    – mtraceur
Apr 20 '18 at 22:36



","
It haven't seen any recent work to depricate it since the last attempt failed due to the pain of transitioning, but that usage is still discouraged. I will update my answer to reflect that.
                
                    – frnknstn
May 2 '18 at 8:20
","
@frnknstn, why it is discouraged? Looks like a nice idiom for me.
                
                    – neves
May 8 '18 at 17:48
",https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,May 10 '18,473
71,"

""Proper way to declare custom exceptions in modern Python?""

This is fine, unless your exception is really a type of a more specific exception:
class MyException(Exception):
    pass

Or better (maybe perfect), instead of pass give a docstring:
class MyException(Exception):
    """"""Raise for my specific kind of exception""""""

Subclassing Exception Subclasses
From the docs

Exception
All built-in, non-system-exiting exceptions are derived from this class. 
  All user-defined exceptions should also be derived from this
  class.

That means that if your exception is a type of a more specific exception, subclass that exception instead of the generic Exception (and the result will be that you still derive from Exception as the docs recommend). Also, you can at least provide a docstring (and not be forced to use the pass keyword):
class MyAppValueError(ValueError):
    '''Raise when my specific value is wrong'''

Set attributes you create yourself with a custom __init__. Avoid passing a dict as a positional argument, future users of your code will thank you. If you use the deprecated message attribute, assigning it yourself will avoid a DeprecationWarning:
class MyAppValueError(ValueError):
    '''Raise when a specific subset of values in context of app is wrong'''
    def __init__(self, message, foo, *args):
        self.message = message # without this you may get DeprecationWarning
        # Special attribute you desire with your Error, 
        # perhaps the value that caused the error?:
        self.foo = foo         
        # allow users initialize misc. arguments as any other builtin Error
        super(MyAppValueError, self).__init__(message, foo, *args) 

There's really no need to write your own __str__ or __repr__. The builtin ones are very nice, and your cooperative inheritance ensures that you use it.
Critique of the top answer

Maybe I missed the question, but why not:

class MyException(Exception):
    pass

Again, the problem with the above is that in order to catch it, you'll either have to name it specifically (importing it if created elsewhere) or catch Exception, (but you're probably not prepared to handle all types of Exceptions, and you should only catch exceptions you are prepared to handle). Similar criticism to the below, but additionally that's not the way to initialize via super, and you'll get a DeprecationWarning if you access the message attribute:

Edit: to override something (or pass extra args), do this:

class ValidationError(Exception):
    def __init__(self, message, errors):

        # Call the base class constructor with the parameters it needs
        super(ValidationError, self).__init__(message)

        # Now for your custom code...
        self.errors = errors


That way you could pass dict of error messages to the second param, and get to it later with e.errors

It also requires exactly two arguments to be passed in (aside from the self.) No more, no less. That's an interesting constraint that future users may not appreciate. 
To be direct - it violates Liskov substitutability.
I'll demonstrate both errors:
>>> ValidationError('foo', 'bar', 'baz').message

Traceback (most recent call last):
  File ""<pyshell#10>"", line 1, in <module>
    ValidationError('foo', 'bar', 'baz').message
TypeError: __init__() takes exactly 3 arguments (4 given)

>>> ValidationError('foo', 'bar').message
__main__:1: DeprecationWarning: BaseException.message has been deprecated as of Python 2.6
'foo'

Compared to: 
>>> MyAppValueError('foo', 'FOO', 'bar').message
'foo'

","
Hello from 2018! BaseException.message is gone in Python 3, so the critique only holds for old versions, right?
                
                    – Kos
Jan 3 '18 at 18:21
","
@Kos The critique about Liskov Substitutability is still valid. The semantics of the first argument as a ""message"" are also arguably questionable, but I don't think I'll argue the point. I'll give this more of a look when I have more free time.
                
                    – Aaron Hall♦
Jan 3 '18 at 19:02
","
FWIW, for Python 3 (at least for 3.6+), one would redefine the __str__ method of MyAppValueError instead of relying on the message attribute
                
                    – Jacquot
Mar 18 '18 at 23:39
",https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Feb 23 '17,191
72,"
see how exceptions work by default if one vs more attributes are used (tracebacks omitted):
>>> raise Exception('bad thing happened')
Exception: bad thing happened

>>> raise Exception('bad thing happened', 'code is broken')
Exception: ('bad thing happened', 'code is broken')

so you might want to have a sort of ""exception template"", working as an exception itself, in a compatible way:
>>> nastyerr = NastyError('bad thing happened')
>>> raise nastyerr
NastyError: bad thing happened

>>> raise nastyerr()
NastyError: bad thing happened

>>> raise nastyerr('code is broken')
NastyError: ('bad thing happened', 'code is broken')

this can be done easily with this subclass
class ExceptionTemplate(Exception):
    def __call__(self, *args):
        return self.__class__(*(self.args + args))
# ...
class NastyError(ExceptionTemplate): pass

and if you don't like that default tuple-like representation, just add __str__ method to the ExceptionTemplate class, like:
    # ...
    def __str__(self):
        return ': '.join(self.args)

and you'll have
>>> raise nastyerr('code is broken')
NastyError: bad thing happened: code is broken

",null,null,null,https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Aug 7 '13,49
73,"
As of Python 3.8 (2018, https://docs.python.org/dev/whatsnew/3.8.html), the recommended method is still:
class CustomExceptionName(Exception):
    """"""Exception raised when very uncommon things happen""""""
    pass

Please don't forget to document, why a custom exception is neccessary!
If you need to, this is the way to go for exceptions with more data:
class CustomExceptionName(Exception):
    """"""Still an exception raised when uncommon things happen""""""
    def __init__(self, message, payload=None):
        self.message = message
        self.payload = payload # you could add more args
    def __str__(self):
        return str(self.message) # __str__() obviously expects a string to be returned, so make sure not to send any other data types

and fetch them like:
try:
    raise CustomExceptionName(""Very bad mistake."", ""Forgot upgrading from Python 1"")
except CustomExceptionName as error:
    print(str(error)) # Very bad mistake
    print(""Detail: {}"".format(error.payload)) # Detail: Forgot upgrading from Python 1

payload=None is important to make it pickle-able. Before dumping it, you have to call error.__reduce__(). Loading will work as expected.
You maybe should investigate in finding a solution using pythons return statement if you need much data to be transferred to some outer structure. This seems to be clearer/more pythonic to me. Advanced exceptions are heavily used in Java, which can sometimes be annoying, when using a framework and having to catch all possible errors.
","
At the very least, the current docs indicate this is the way to do it (at least without the __str__) rather than other answers that use super().__init__(...).. Just a shame that overrides for __str__ and __repr__ are probably necessary just for better ""default"" serializing.
                
                    – kevlarr
Mar 26 '19 at 16:46



","
Honest question: Why is it important for exceptions to be pickle-able? What are the use cases for dumping and loading exceptions?
                
                    – Roel Schroeven
Aug 6 '19 at 15:21
","
@RoelSchroeven: I had to parallelize code once. Ran fine single process, but aspects of some of its classes were not serializable (lambda function being passed as objects). Took me some time figuring it out & fixing it. Meaning someone later may end up needing your code to be serialize, be unable to do it, and have to dig up why... My issue wasn't unpickeable errors, but I can see it causing similar problems.
                
                    – logicOnAbstractions
Oct 6 '19 at 2:58
",https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Apr 28 '19,28
74,"
You should override __repr__ or __unicode__ methods instead of using message, the args you provide when you construct the exception will be in the args attribute of the exception object.
",null,null,null,https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Aug 18 '17,17
75,"
No, ""message"" is not forbidden. It's just deprecated. You application will work fine with using message. But you may want to get rid of the deprecation error, of course.
When you create custom Exception classes for your application, many of them do not subclass just from Exception, but from others, like ValueError or similar. Then you have to adapt to their usage of variables.
And if you have many exceptions in your application it's usually a good idea to have a common custom base class for all of them, so that users of your modules can do
try:
    ...
except NelsonsExceptions:
    ...

And in that case you can do the __init__ and __str__ needed there, so you don't have to repeat it for every exception. But simply calling the message variable something else than message does the trick.
In any case, you only need the __init__ or __str__ if you do something different from what Exception itself does. And because if the deprecation, you then need both, or you get an error. That's not a whole lot of extra code you need per class. ;)
","
It's interesting that Django exceptions don't inherit from a common base. docs.djangoproject.com/en/2.2/_modules/django/core/exceptions Do you have a good example when catching all exceptions from a specific application is needed? (maybe it is useful only for some specific types of applications).
                
                    – Yaroslav Nikitenko
Jun 10 '19 at 20:05
","
I found a good article on this topic, julien.danjou.info/python-exceptions-guide . I think that Exceptions should be subclassed primarily domain-based, not application-based. When your app is about HTTP protocol, you derive from HTTPError. When part of your app is TCP, you derive that part's exceptions from TCPError. But if your app spans a lot of domains (file, permissions, etc), the reason to have a MyBaseException diminishes. Or is it to protect from 'layer violation'?
                
                    – Yaroslav Nikitenko
Jun 10 '19 at 20:44
",null,https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Aug 23 '09,8
76,"
See a very good article ""The definitive guide to Python exceptions"". The basic principles are:

Always inherit from (at least) Exception.
Always call BaseException.__init__ with only one argument.
When building a library, define a base class inheriting from Exception.
Provide details about the error. 
Inherit from builtin exceptions types when it makes sense.

There is also information on organizing (in modules) and wrapping exceptions, I recommend to read the  guide.
","
This is a good example of why on SO I usually check the most upvoted answer, but the most recent ones as well. Usefull addition, thanks.
                
                    – logicOnAbstractions
Oct 5 '19 at 18:09
","
Always call BaseException.__init__ with only one argument. Seems like unneeded constraint, since it actually accepts any number of arguments.
                
                    – Eugene Yarmash
Feb 29 at 13:12



","
@EugeneYarmash I agree, now I don't understand that. I don't use it anyway. Maybe I should reread the article and expand my answer.
                
                    – Yaroslav Nikitenko
Feb 29 at 13:56
",https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Jun 10 '19,5
77,"
Try this Example
class InvalidInputError(Exception):
    def __init__(self, msg):
        self.msg = msg
    def __str__(self):
        return repr(self.msg)

inp = int(input(""Enter a number between 1 to 10:""))
try:
    if type(inp) != int or inp not in list(range(1,11)):
        raise InvalidInputError
except InvalidInputError:
    print(""Invalid input entered"")

",null,null,null,https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Jul 22 '18,2
78,"
To define your own exceptions correctly, there are a few best practices that you need to follow:

Define a base class inheriting from Exception. This will allow to catch any exception related to the project (more specific exceptions should inherit from it):
class MyProjectError(Exception):
    """"""A base class for MyProject exceptions.""""""

Organizing these exception classes in a separate module (e.g. exceptions.py) is generally a good idea.
To pass extra arguments to your exception, define a custom __init__() method with optional arguments. Call the base class's __init__() passing any positional arguments to it (remember that BaseException/Exception expect any number of positional arguments):
class CustomError(MyProjectError):
    def __init__(self, *args, extra_arg=None):
        super().__init__(*args)
        self.extra_arg = extra_arg

To raise such exception with an extra argument you can use:
raise CustomError('Something bad happened', extra_arg='foo')

This design actually adheres to the Liskov substitution principle since you can replace an instance of a base exception class with an instance of a derived exception class.

",null,null,null,https://stackoverflow.com//questions/1319615/proper-way-to-declare-custom-exceptions-in-modern-python,Proper way to declare custom exceptions in modern Python?,Feb 29 at,0
79,"
There isn't a built-in flag yet, but you can use
pip list --outdated --format=freeze | grep -v '^\-e' | cut -d = -f 1  | xargs -n1 pip install -U

Note: there are infinite potential variations for this. I'm trying to keep this answer short and simple, but please do suggest variations in the comments!
In older version of pip, you can use this instead:
pip freeze --local | grep -v '^\-e' | cut -d = -f 1  | xargs -n1 pip install -U

The grep is to skip editable (""-e"") package definitions, as suggested by @jawache. (Yes, you could replace grep+cut with sed or awk or perl or...).
The -n1 flag for xargs prevents stopping everything if updating one package fails (thanks @andsens).
","
Right :( The issue now lives at github.com/pypa/pip/issues/59 . But every suggestion seems to be answered with ""Yeah, but I'm too sure if X is the right way to do Y""... Now is better than never? Practicality beats purity? :(
                
                    – rbp
Aug 12 '11 at 8:40
","
It also prints those packages that were installed with a normal package manager (like apt-get or Synaptic). If I execute this pip install -U, it will update all packages. I'm afraid it can cause some conflict with apt-get.
                
                    – Jabba
Sep 13 '11 at 4:11
","
How about changing grep to: egrep -v '^(\-e|#)' (i get this line when running it on ubuntu 12.10: ""## FIXME: could not find svn URL in dependency_links for this package:"".
                
                    – LasseValentini
Mar 5 '13 at 14:29
",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Aug 6 '18,2152
80,"
You can use the following Python code. Unlike pip freeze, this will not print warnings and FIXME errors.
For pip < 10.0.1
import pip
from subprocess import call

packages = [dist.project_name for dist in pip.get_installed_distributions()]
call(""pip install --upgrade "" + ' '.join(packages), shell=True)

For pip >= 10.0.1
import pkg_resources
from subprocess import call

packages = [dist.project_name for dist in pkg_resources.working_set]
call(""pip install --upgrade "" + ' '.join(packages), shell=True)

","
This works amazingly well…  It's always so satisfying when a task takes a REALLY long time…  and gives you a bunch of new stuff!  PS: Run it as root if you're on OS X!
                
                    – Alex Gray
Dec 31 '11 at 4:13



","
Is there no way to install using pip without calling a subprocess?  Something like import pip pip.install('packagename')?
                
                    – endolith
Mar 6 '12 at 16:18
","
I wrapped this up in a fabfile.py. Thanks!
                
                    – Josh K
Apr 29 '13 at 21:54
",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Sep 17 '18,657
81,"
To upgrade all local packages; you could use pip-review:
$ pip install pip-review
$ pip-review --local --interactive


pip-review is a fork of pip-tools. See pip-tools issue mentioned by @knedlsepp. pip-review package works but pip-tools package no longer works.
pip-review works on Windows since version 0.5.
","
@hauzer: It doesn't support Python 3. Though it might be a bug
                
                    – jfs
Apr 25 '14 at 0:27



","
@mkoistinen It's a good tool but until it's merged in PIP it means installing something additional which not everyone may desire to do.
                
                    – Wernight
Jul 22 '14 at 8:50
","
@Daniel: pip-tools no longer works, pip-review (fork of pip-tools) works.
                
                    – jfs
Oct 12 '15 at 6:00
",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,May 23 '17,629
82,"
Works on Windows. Should be good for others too.
($ is whatever directory you're in, in command prompt. eg. C:/Users/Username>)
do
$ pip freeze > requirements.txt

open the text file, replace the == with >= , and execute 
$ pip install -r requirements.txt --upgrade

If you have a problem with a certain package stalling the upgrade (numpy sometimes), just go to the directory ($), comment out the name (add a # before it) and run the upgrade again. You can later uncomment that section back. This is also great for copying python global environments.

Another way:
I also like the pip-review method:
py2
$ pip install pip-review

$ pip-review --local --interactive

py3
$ pip3 install pip-review

$ py -3 -m pip_review --local --interactive

You can select 'a' to upgrade all packages; if one upgrade fails, run it again and it continues at the next one.
","
You should remove requirements.txt's =={version}. For example: python-dateutil==2.4.2 to python-dateutil for all lines.
                
                    – youngminz
May 15 '16 at 5:28
","
I found that this didn't actually upgrade the packages on macOS.
                
                    – jkooker
Mar 8 '17 at 14:42
","
@youngminz I would recommand a quick 'Replace all ""=="" > "">="" ' in your editor/ide before running 'pip install...' to fix this
                
                    – Amaury Liet
Mar 16 '17 at 11:12



",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jul 24 '19,318
83,"
Windows version after consulting excellent documentation for FOR by Rob van der Woude
for /F ""delims==="" %i in ('pip freeze -l') do pip install -U %i

","
for /F ""delims= "" %i in ('pip list --outdated') do pip install -U %i        Quicker since it'll only try and update ""outdated"" packages
                
                    – Refael Ackermann
Apr 19 '16 at 19:30



","
@RefaelAckermann I suspect this will be slower than the original :) To know which packages are outdated pip has to first check what's the latest version of each package. It does exactly the same as the first step when updating and does not proceed if there's no newer version available. However in your version pip will check versions two times, the first time to establish the list of outdated packages and the second time when updating packages on this list.
                
                    – Piotr Dobrogost
Jan 17 '17 at 9:22
","
@RefaelAckermann Spinning up pip is order of magnitude faster than checking version of a package over network so that's number of checks which should be optimized not number of spin ups. Mine makes n checks, yours makes n+m checks.
                
                    – Piotr Dobrogost
Jan 18 '17 at 14:38



",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Apr 26 '18,126
84,"
Use pipupgrade!
$ pip install pipupgrade
$ pipupgrade --latest --yes

pipupgrade helps you upgrade your system, local or packages from a requirements.txt file! It also selectively upgrades packages that don't break change. pipupgrade also ensures to upgrade packages present within multiple Python environments. Compatible with Python2.7+, Python3.4+ and pip9+, pip10+, pip18+, pip19+.

NOTE: I'm the author of the tool.
","
This method has much cleaner output than @rbp's answer
                
                    – Gaia
Jan 27 '19 at 16:52



","
Nice idea, but it's stuck at Checking... forever when I tried it.
                
                    – CGFoX
Mar 22 '19 at 6:46
","
Just installed it and also stuck at checking [0;93mChecking...[0m
                
                    – Chris
May 29 '19 at 17:11



",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,May 10 '19,100
85,"
You can just print the packages that are outdated
pip freeze | cut -d = -f 1 | xargs -n 1 pip search | grep -B2 'LATEST:'

","
Inside a virtualenv, I do it like this: pip freeze --local | cut -d = -f 1 | xargs -n 1 pip search | grep -B2 'LATEST:'
                
                    – Jeremy Blanchard
Mar 28 '12 at 19:46
","
Nowadays you can also do that with python -m pip list outdated (though it's not in requirements format).
                
                    – Jacktose
Oct 28 '16 at 18:22



",null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jun 10 '11,73
86,"
This option seems to me more straightforward and readable:
pip install -U `pip list --outdated | awk 'NR>2 {print $1}'`


The explanation is that pip list --outdated outputs a list of all the outdated packages in this format: 
Package   Version Latest Type 
--------- ------- ------ -----
fonttools 3.31.0  3.32.0 wheel
urllib3   1.24    1.24.1 wheel
requests  2.20.0  2.20.1 wheel

In the awk command, NR>2 skips the first two records (lines) and {print $1} selects the first word of each line (as suggested by SergioAraujo, I removed tail -n +3 since awk can indeed handle skipping records).
","
If one upgrade fails, none of the upgrades happen.
                
                    – Boris
Nov 11 '18 at 14:19



","
you can avoid tail awk 'NR>2 {print $1}' cleanses the output for you
                
                    – SergioAraujo
Feb 24 at 19:25



","
@SergioAraujo, this makes the solution looks also cleaner, thanks for the tip!
                
                    – Marc
Feb 25 at 17:10
",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Feb 25 at,65
87,"
The following one-liner might prove of help:
(pip > 20.0)
pip list --format freeze --outdated | sed 's/=.*//g' | xargs -n1 pip install -U

Older Versions:
pip list --format freeze --outdated | sed 's/(.*//g' | xargs -n1 pip install -U


xargs -n1 keeps going if an error occurs. 
If you need more ""fine grained"" control over what is omitted and what raises an error you should not add the -n1 flag and explicitly define the errors to ignore, by ""piping"" the following line for each separate error:
| sed 's/^<First characters of the error>.*//'
Here is a working example:
pip list --format freeze --outdated | sed 's/=.*//g' | sed 's/^<First characters of the first error>.*//' | sed 's/^<First characters of the second error>.*//' | xargs pip install -U

","
Had to add filters for lines beginning with 'Could' and 'Some' because apparently pip sends warnings to stdout :(
                
                    – Chip Camden
Aug 13 '15 at 23:03
","
OK, this is fair: You can add as many | sed 's/^<First characters of the error>.*//' as needed. Thank you!
                
                    – raratiru
Nov 3 '15 at 0:31



","
Or: pip list --outdated | cut -d ' ' -f 1 | xargs -n 1 pip install --upgrade
                
                    – Jens
Dec 9 '15 at 21:15
",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jan 27 at,64
